,0
27,"📢#ahora
En el aire 🕰️🎶
Los imprescindibles🕵️
En radio con vos 
📻 89.9FM 
💻 https://t.co/I4dE9DS2E8
📱011-6580-3259
@radioconvos899 https://t.co/ZIeMHdJN4j"
28,"@jlespert @MiguelPichetto Hoy te escuche en radio Rivadavia Michael. Mandaste que estabas leyendo una biografía de Wellington y cuando te preguntaron por el autor..?
despues mandaste wuterlu!! Sos un chanta y se te nota a la legua. Para la próxima mentí mejor chanta! Cristina con fueros gracias a Vos."
29,"@AlejandritaArce Ale, siempre que te escucho los findes en radio con vos me pregunto, cuantas horas trabajas cada dia? Pq pasan los programas y vos estas en todos jajajja"
30,"@marcelo_admo Che @edufeiok cuando vas a mostrar esto?
O necesitas una visita a Radio Mitre con el padre enojado.
Vos sos de derecha y hablas de honestidad?"
31,"@milipili_p @badgalchiari @queenhyo8932 @Oriichanuwu @AccioTolkien @Izzy_N11 @polmccarne Por eso,vos misma lo dijiste, el vínculo está en el amor, y eso no implica que no se pueda dar amor a un hijo subrogado.  Yo no puedo con mis genes te aclaro, es un riesgo tremendo por la quimio/radio/trasplante que me hicieron. No sirvo en todo sentido. Así que me da igual"
32,"@wadodecorrido Desde 2020 pasan cosas en el país, pero vos, ni enterado! Vivís con los menonitas? Digo, porque no tienen ni radio, tv, ni diarios, después pensé: imposible que vivas ahí, allí solo viven gente honesta! #GobiernoCriminalCorruptoyMentiroso #ElPeorGobiernoDeLaHistoria https://t.co/5ZzLRDet3z"
33,@malepichot Vos no sos la enana de la radio de Mongolini que se pelea con todos sus compañeros?
34,"Hablando con el remisero me dice
- Vos tenes dos hermanas 
Y yo tipo Sssiiii 😨
-Y tu papá una radio
Yo tipo Jsjsjjsjsjsjs 😰(Risa nerviosa)
 Le pregunto como sabe y me dice: Vos me dijiste y yo tipo NOOOoo yo no le dije jajjsjjss (Risa nerviosa de nuevo)"
35,"¡Convierte tu voz en una auténtica #ExperienciaSonora y dale vida a diferentes textos literarios, con matices, volúmenes, dicción e intención! 📚🗣️
Inscríbete a nuestro taller práctico de locución en línea: #VosTuVoz 🎙️. 👉 https://t.co/aLT9PG0Tir https://t.co/kQMdecALwj"
36,"Para que vean 18.000 integrantes de esta comunidad

Hay un 50% a los que les fue bien, pero tener en cuenta que al otro 50% no les cumplieron y les hicieron silencio de radio absoluto

Cumplen la mitad de lo que prometen y se nutren con la otra mitad

Y vos, en que mitad estás? https://t.co/7k4OnfeJWB"
37,"Hoy:📢
Entrevista a @alejandroapo 
En Los imprescindibles🕵️
📻 Radio Con Vos 89.9FM
💻https://t.co/mmMmDStjMd
📱 @radioconvos899
Seguinos en instagram👇
https://t.co/FZLEkHWFZp https://t.co/9FGen94j9l"
38,Jorge Faurie en Spoilers: El ex canciller conversó con Radio Con Vos @radioconvos899 https://t.co/uBUuhleXt5
39,"Bienvenidos a nuestro programa en vivo, Te queremos acompañar en este momento con nuestra señal en vivo, somos una Radio Cristiana, queremos ORAR por vos, ACOMPAÑARTE y sobre todas las cosas decirte que DIOS TE AMA
WhatsApp 2996721910"
40,"Te seguimos acompañando con la mejor música para que vos del otro lado no te despegues ni un solo segundo de la radio. Préndete vos también y súmate a la mejor programación.
https://t.co/GNm24hICof https://t.co/lKsUms4APg"
41,@NovakPablo Vos estabas en la radio con Beto Casella mientras hacía campaña por el kirchnerato. Ahora no te hagas el desentendido.
42,"Bienvenidos a nuestro programa en vivo, Te queremos acompañar en este momento con nuestra señal en vivo, somos una Radio Cristiana, queremos ORAR por vos, ACOMPAÑARTE y sobre todas las cosas decirte que DIOS TE AMA
WhatsApp 2996721910"
43,"@llamameOcta @eldipypapaok Vos sos un FRACASADO, UN BOLUDO, UN DON NADIE. EL dipy es conductor de radio en la radio más importante del país después de Mitre, debe cobrar un sueldo con varios ceros, la gente lo sigue y quiere, vos ? Que logros tenes? 😅😅😅 sos un cartonero"
44,"@pimboleto @Cris_noticias @Rivadavia630 @JonatanViale @majulluis @lagosradio @angeletchecopar Nadie te obliga a escucharla. Mejor anda sintonizá Radio 10 que esta hecha a tu medida: están con ""Ah pero Macri"" todo el dia. Esa si que es para vos!"
45,"Abriendo caminos Lunes 21hs
te esperan para hablar con vos y brindarte las respuestas que buscas con Silvia Riccioppo y Estela Carmen Sanchez

Te esperamos y suscribite al canal La Propuesta Radio Streaming canal de contenido socio-cultural #livestreaming
 https://t.co/GRMY6NRzya"
46,Virus - Cuando es con vos
47,"@ManuBarrera18 @derecharadio @gracepenafort Ya querrías “derecha radio” 🙄, que alguien como @gracepenafort hubiera sentido x vos, el 1% de lo que transmite el hilo. Feito vivir con odio, y debe ser muy duro ser vos. FYS"
48,"@EstefaniaCutro @radio_dos Todos los clubes reciben aportes, el Regatas recibe mas por su participación en la liga nacional. Los otros clubes (mas humildes segun vos) tienen un convenio con el gobierno, ya que ellos hicieron el parquet ahí. Pero es facil hablar sin saber"
49,"@tanoproductor Una radio-grabador mono (Usado)  con micrófono (parte que conservo) para grabarme mientras sonaba el Winco (que también conservo) El cassette que aún anda por acá, cuando lo escucharon mis sobris dijeron: Esa no sos vos, es la Chirindrina. 😰😳😂"
50,@radioconvos899 @Marianaarias @vocacionxperiod Que tengan buen día. Siempre escuchando radio con vos. Saludos; Maxi de boedo. #talveztesorprenda
51,"#Deportes

En #Pav, repasamos la historia de #JoanLAscorz, el primer piloto tetrapléjico en completar el #rallydakar2022 

#AIRE por AM 1420 Con Vos
EN VIVO | @amconvos1420
https://t.co/KCfmj6liAp https://t.co/7DtmX9hNuB"
52,"@SebasGiovanelli @Subrayado Te escuche decir en la radio varias veces que tenia vinculación, un día hasta le dijiste a gorzy algo así como ""ojo que al parecer el hincha estaba vinculado"" cuando hablaban del tema clásico, vos tmb sos un irresponsable y deberías manejar la información con más responsabilidad"
53,"📞Dialogamos con @sfederovisky - Secretario de Control y Monitoreo Ambiental.
@AmbienteNacion 

#AIRE por AM 1420 Con Vos
EN VIVO | @amconvos1420
https://t.co/KCfmj6liAp https://t.co/EpkjCHIw7C"
54,"📞Estamos en comunicación con Alfredo González
@AlfredoGZChaco - Presidente de la Confederación Argentina de la Mediana Empresa @redcame  Empresario Comercial e Industrial.

#AIRE por AM 1420 Con Vos
EN VIVO | @amconvos1420
https://t.co/KCfmj6liAp https://t.co/l8rBhqxhyd"
55,"Hasta las 13 hs te acompañamos al #AIRE por AM 1420 Con Vos.
| EN VIVO | @amconvos1420
https://t.co/KCfmj6liAp"
56,"@Al_Ser_Vera @perfumealibro @Fedenicols7 No miro tv ni escucho radio hace años. La escoria de izquierda como vos me importa cero. Querés link? Búscalos y refutarme, así después vas y te haces la paja con eso. Viejo patético."
57,"@mariuvidal Estas hasta las manos con la Gestapro anda a c5n a radio 10 ahi te vas a encontrar con periodista, a la cual vos no queres enfrentar por que no lo pudistes comprar cinica."
58,@rodrigolussich Gracias a vos!!! Tenés encantó y un saber hacer exquisito!!! Nos reímos mucho con tus anécdotas...y te seguí desde Mardel en tu corto paso por la radio a la mañana...Exitos para todo lo que venga!!!
59,"Está saliendo Sarah de Starship en la radio. Mi pape dice a mi mamá ""Me acuerdo de vos con esa canción, cuando te ponías un vestido amarillo"" :3 a veces me dan esperanzas."
60,"@Mariale51017582 @cesaraugpdp357 @kasticfk678 @jramospadilla @eldestape_radio Tu postura es comprensible pero me parece que tendrías que decir que a vos te parece que no es un golpe institucional. Yo estoy de acuerdo con la manifestación popular pero cuando es ""espontánea"". Me parece que no debe impulsarla un juez del poder judicial. Eso cuestiono yo."
61,"AIRE! Para ""La radio sos vos"" con la conducción de @lagosradio en @Rivadavia630 de 21 a 23hs . Historias, música, la voz de los oyentes y todos los temas de la vida cotidiana. ¡Y también Astrología!

📻 AM 630
📱 APP Radio Rivadavia
💻 https://t.co/tPr17TkPzk https://t.co/KbIKa2LYMC"
62,"#Transmisión Este martes nuestro programa #Bibliohertz  conversará con la escritora Beatriz Giménez, que nos hablará de su libro ""Un hilo me liga a vos"". No te lo pierdas a las 12:00 hrs por #1670AM, https://t.co/JMqVXnH3HM y #FacebookLive https://t.co/RRHzkYVK4G"
63,"[GUILLE AQUINO]

🤣 El humorista @droganacional conversó con @IglesiasDiego sobre el especial ""Guille Aquino presidente"": ""El humor no sirve para nada más que para hacer reír y divertirse. Y esta bien, no se debería pedirle nada mas"".

📲 Escuchalo acá 
https://t.co/LzgwiGx5cw"
64,@Yojuanjunco @rodrigolussich @adrianpalla Con la diferencia que ellos se van de América a canal 13!! Y vos te fuiste a una radio que no la conoce ni escucha absurdamente NADIE!!!
65,@LaspinaL @CFKArgentina https://t.co/oJrjYt3uhd Ernesto los atendio a Vos con municion grura. Se ve que el que no esta atado de las bolas por# LaGestapoMacrista . Se estan despegando van perdiendo cobertura mediática
66,¡Sumate al debate deportivo de la tarde! Ahora te informás y discutís en #TiempoDeJuego con este equipazo de todo el país. ¿Cuál es para vos el tema deportivo del día? Podes ser parte del juego ingresando acá 📻📲 https://t.co/f0fp4hPnln https://t.co/6d7fCrT8fK
67,"@BirmajerOk Marcelo ,te escucho en la radio , me pareces te piola , pero que te pasa con esto del barbijo , no crees que sirva o que? Usándolo disminuis la aerozolizacion del virus , cuidas al otro , y por ende te cuidas vos , yo soy muy libertad pero como médico te pediría que lo uses."
68,"Favito en el viernes! Hasta las 21hs!

La radio siempre con vos!

📻  #LaRadiodelSud 🏠 #EnOndaExpansiva  ☀️#VERANO22☀️ 📻 Sonamos diferente y en alta calidad 100.7 #13añosConVos📻 https://t.co/fyibEmVM87"
69,"@jorgemacri para refrescarte la memoria, ayer en Radio con vos, digiste algunas cosas que no son. Saludos. https://t.co/wc0WO7bthU"
70,lo d los dreamies en la radio d youngk me da vibe d ese profesor q no t banca ni a vos ni a tus amigos y ni bien t reís un poco con alguno ya al otro día t separa
71,"@leo_ramirez Leo, coincido totalmente con vos. Por si te interesa y querés verlo, hoy hay debate de las candidaturas a diputaciones por Alajuela a las 11am en radio Monumental (también lo transmiten en vivo por FB Live)."
72,"Estoy escuchando radio con vos todos los días y creo que me siento, si, hoy me siento cachamai."
73,"[#LIM] El ministro de Salud, Nicolás Kreplak, en Radio Con Vos: del pase sanitario escolar a la no contabilización de contagios

⬇️ Escuchá la nota completa de Sietecase (@Sietecase) en #DiarioConVos.
https://t.co/qVVANd2vqm"
74,"@lobonegro023 @tanoproductor @productortano @eldestape_radio Vos sabés q aquí en la plata tampoco la encontramos,comienzo a la mañana con el teléfono,entro a la página (la aplicación me consume mucha carga)luego paso a la PC,siempre buscando la vuelta,abrazos CUMPITA ✌️💖✌️💖✌️"
75,"@Marucapelo muy buena la columna en radio con vos, excelente!!!!"
76,Hola Amigos de 🔟..!! Cerrando la semana juntos y siempre de 10 a 12 hs…sumando “DIEZ en Compañía”..!! con VOS y SARA…en Beats Radio 100.5 FM…”sentimos música”..! https://t.co/9YrJPgA44K
77,"Bienvenidos a nuestro programa en vivo, Te queremos acompañar en este momento con nuestra señal en vivo, somos una Radio Cristiana, queremos ORAR por vos, ACOMPAÑARTE y sobre todas las cosas decirte que DIOS TE AMA
WhatsApp 2996721910"
78,"@porquetendencia @lalioficial No sé a quién critica, pero como la progre que es seguro que estoy con el pibe al que bardea. A vos la gente que mira tv y escucha radio que tiene que aguantar ""cantar"" y nadie dice nada."
79,"Mueva, mueva, mueva! 🎶 Es viernes y estamos con todo!! Empecemos el fin de semana con @jairostraccia y @YammiSegovia en Buenas Tardes China, hasta las 7 en Radio Con Vos #soychina #soychino #soychine😑 #btchina😑 https://t.co/xVNbHvgllZ"
80,"#Viernes | Es con vos 
Escuchanos por 
https://t.co/EiRH7FVsL5 https://t.co/248tLHxWgv"
81,"@SandraOrtizVe Seria mágico una charla con vos ,porque no hacemos un  un programa de radio para hablar de todo ."
82,Entrevista en Radio con Vos - WanderWine EVT: Entrevista Ruta del Vino Nacional @radioconvos899 https://t.co/mEXWZGmPpM
83,"hoy tuve un día demasiado mierda con todos los problemas que me surgieron, al finalizar en un momento justo pasan dákiti de bad bunny en la radio y fue un vamos rey vos podés."
84,"Escúchanos en vivo en cualquier parte del mundo que vos estés. Te acompañamos con las mejores canciones que a vos mas te gustan. Préndete vos también y no te despegues ni un solo segundo de la radio.
https://t.co/GNm24hr0ZF https://t.co/r5w6AjOx4V"
85,"AIRE! Para ""La radio sos vos"" con la conducción de @lagosradio en @Rivadavia630 de 21 a 23hs . Historias, música, la voz de los oyentes y todos los temas de la vida cotidiana. ¡Y también Astrología!

📻 AM 630
📱 APP Radio Rivadavia
💻 https://t.co/tPr17TkPzk https://t.co/uDm3zmKPXH"
86,"@diegodelacurva Hola, manejo el canal 'Archivo Audiovisual Uruguay' en Youtube que recopila publicidades de 🇺🇾 de todas las épocas, sin fin de lucro.

Ando buscando el jingle ""Con blue patna todo me va bien"".

¿Vos que estás en el mundo de la radio, lo podrias encontrar?"
87,"La radio sigue con vos!
📻  #LaRadiodelSud 🏠 #EnOndaExpansiva  ☀️#VERANO22☀️ 📻 Sonamos diferente y en alta calidad 100.7 #13añosConVos📻 https://t.co/SToooz0UM9"
88,"@FioPoseOk Osea que con ese criterio vos estas en una radio deportiva de menor frecuencia y te viene a buscar la Sport 890 no vas ? Jaja no tiene sentido!  Y A Alfaro le falto para der ""gran"" fue a la Lazio e hizo agua por todos lados ."
89,"¡Aprende a darle vida a diversos textos literarios, con matices, volúmenes, dicción e intención! 📚🗣️
Inscríbete a nuestro #taller práctico de locución en línea: #VosTuVoz. 🎙️
‼️ Descuento para comunidad UNAM e INAPAM.
Consulta los detalles en https://t.co/aLT9PFJiqT https://t.co/exYZjcom9y"
90,"¡Ya estamos al aire! con @normanesnombre y @deivitwitt 
Norman y David se hisoparon esta semana... ¿y vos? ¿ya te hisopaste? ¿muchas veces? ¿Cómo fue? ¿dolió? ¿lloraste? ¿llegó al cerebro?
Contanos por acá o al wasap de la radio:  11 6710 3758 https://t.co/VCcMEyk7fE"
91,"@lalioficial estoy en contra de cualquier discriminación, y en desacuerdo con lo dicho por el sr, pero no es bueno intentar callar cualquier opinión, sea la que sea, es libertad de expresión, en tv, radio u otra. Lo dicho por vos trae recuerdos no gratos para Argentina"
92,"@pasaroncosas899 @Brunorodok @aleberco Antes de escribir sobre la atroz ola de calor de 1957 quiero recalcarle a los oyentes de Radio con Vos que Bercovich me bloqueo de su Twitter..simplemente por NO ser de extrema izquierda como el, y por desenmascarar toda esta estafa del calenta-MIENTEN global...El Vikingo"
93,"@Gusyplatense17 Escucha Radio con vos
Repite frases de Tenembaum y 7Kc 
Vive en Palermo o Belgrano 
Dice estas mas allá de la grieta
Antes de cada frase dice ""a ver"" 
Clase media con dolares en cajas de seguridad que no pueden justificar"
94,Entrevista a Novaresio por Ernesto Tenembaun en Radio con Vos: Entrevista a Novaresio de ... @radioconvos899 https://t.co/nqTqQg7Lm9
95,"@UnDinamo @RodParanormal @cuchicalderon A vos, que dejaste tu camioneta con la alarma sonando sin parar durante casi 4 hs, yo y mi barrio te dedicamos este tema de Molotov. Espero entiendas la indirecta. 
Un saludo a todos, la radio está buenísima.
https://t.co/d1JZbLCtHq

https://t.co/3QVyaE9i8a"
96,"@cuchicalderon hola  FM Hitdinamo la radio está buen   quiero dedicar a vos  vossss Joselin becerra  q mandas a tu hijo  a mí casa  y q con mí sobrino me rompen las pelotas  poniendo su canción favorita, ahora pa vos Joselin q te encanta undinamo va dedicado  De Carla Bim Bam bum"
