tweet;sentiment;;;;;;;;;;;;;;;;;;;;;;;;
@GordoSi @racandmorty ¡Jajaja, qué genia!  “Sentí dejarles la foto de mi CBU, por si sienten colaborar conmigo. Namasté.”;1;;;;;;;;;;;;;;;;;;;;;;;;
Jajajajajajaja que genia;1;;;;;;;;;;;;;;;;;;;;;;;;
Qué belleza y contundencia esas palabras finales de Francia Márquez. Genia.;1;;;;;;;;;;;;;;;;;;;;;;;;
"Hoy ella, la estrella, la toxic que siempre está decidió que era buen día para cumplir años!
Feliz cumple Genia, loca, leal @labetudelapipol";1;;;;;;;;;;;;;;;;;;;;;;;;
"@Juli_capella 1) La gente que tiene plata infinita para comprar infinitas tazas. 
2) Zendaya genia total con ese polar. La voy a copiar (ups, cierto que ya tengo uno rojo)";1;;;;;;;;;;;;;;;;;;;;;;;;
@FerIglesias Que lindo le erro a la ubicación la genia de Toloza Paz, alguien que le tire una brújula;-1;;;;;;;;;;;;;;;;;;;;;;;;
@francobacardi @animaginacion @watermelxnely @gabrielboric @taylorswift13 @Damonalbarn Aquí aparecieron los que creen que algunos son mejores. Discúlpame pero Taylor es una genia. Si te duele el ego reconocer eso mejor no hables. Porque a nadie le gusta un Weon con aires de superioridad porque según el Bob Dylan merece más reconocimiento pq es más viejo.;-1;;;;;;;;;;;;;;;;;;;;;;;;
"OMG miren la hermosura de dibujo que me hicieron ?? va perfil en todos lados, muchas gracias a @Json_NaN y su chica que es una genia, siganla en https://t.co/QgXVeXJMMP  me encanta &lt;3 &lt;3 https://t.co/QZ65iZ22nF";1;;;;;;;;;;;;;;;;;;;;;;;;
@Edetellitu Genia ?Que asi sea.??.;1;;;;;;;;;;;;;;;;;;;;;;;;
@PSierraR Hay probabilidad alta de que se pueda dar esto??? Los Spurs tienen creo que en carpeta a Adama toure del wolves, sería genia Luis días en el @Spurs_ES..;1;;;;;;;;;;;;;;;;;;;;;;;;
"@AdrianaValdes8 Y aquí.. otra genia que se inspiró en Nina ...

https://t.co/bd72X7O8Rr";1;;;;;;;;;;;;;;;;;;;;;;;;
"@patgow ay si!!!!
que genia esa mujer!!";1;;;;;;;;;;;;;;;;;;;;;;;;
no puedo creer lo genia que es mi prima, aspiro a hacer lo que hizo ella(recorrer el mundo como mochilera, enamorar a un francés y que me lleve a vivir a Francia);1;;;;;;;;;;;;;;;;;;;;;;;;
Bueno mi abuelita una vez me dijo que nadie puede controlar mi vida ya esta voy a pegar el poster una genia mi abuela ojala resucitara;1;;;;;;;;;;;;;;;;;;;;;;;;
@Kuromik1m La gente diciendo que ella es más genia musical que Demon Albarn, literalmente el pirobo multi instrumentista tiene mil proyectos experimentales, no solo pop genérico con guitarra como la supuesta genia :///;-1;;;;;;;;;;;;;;;;;;;;;;;;
@elperritorubio muy sutilmente le hacen creer a la gente que es una genia (del mal), y muchos compran esa boludez.;-1;;;;;;;;;;;;;;;;;;;;;;;;
@JJE0NCAT AYDFGVH nanan que genia, y te gustó como terminó?;1;;;;;;;;;;;;;;;;;;;;;;;;
soyeon siempre será la ace del kpop no importa de que generación la mina escribe produce canta baila crea los conceptos es mentora nonono la palabra genia le queda chica;1;;;;;;;;;;;;;;;;;;;;;;;;
@DEBORAHKAHAN1 jajajaja, qué genia;1;;;;;;;;;;;;;;;;;;;;;;;;
@Desireeyepez Felicidades!! ???????? que genia;1;;;;;;;;;;;;;;;;;;;;;;;;
@karruechs Verdad que eres una genia;1;;;;;;;;;;;;;;;;;;;;;;;;
@maciel_mirta No importa la reacción de tu vecina. Lo importante es lo que vos hiciste. Sos una buena persona y una genia, y eso, es lo importante ??;1;;;;;;;;;;;;;;;;;;;;;;;;
Hablemos qué es impresionante y es una genia toda Meryl. ?? https://t.co/O8BXFbpWnY;1;;;;;;;;;;;;;;;;;;;;;;;;
"lo que rescato de albarn/swift más allá de damon gritándole a las nubes es que el periodista en una conversación random se sintió obligado a decir de la nada ""che pero taylor swift es una genia, o no?""";1;;;;;;;;;;;;;;;;;;;;;;;;
SIIIIIIIIIIIIIIIIIIUUUUUUUUUU @vh_gatotowsky mi amorsss!! felicitaciones y que genial que te podamos seguir viendo y escuchando en VCT, love u eres una genia. ???? https://t.co/HEjVeC52FE;1;;;;;;;;;;;;;;;;;;;;;;;;
"@AlejandroRsll @mirtus1986 Qué genia, Mirtus!!
Así yo no llevo nada!
 ????";1;;;;;;;;;;;;;;;;;;;;;;;;
@valeriaschapira Amo leerte vale. Pero te noto enojada , quejosa. Ojalá puedas volver a esa genia que tenes adentro con tus comentarios graciosos e inteligentes;1;;;;;;;;;;;;;;;;;;;;;;;;
@CloudJazz Que genia!!!;1;;;;;;;;;;;;;;;;;;;;;;;;
"@IleanaSchinder @flaviapittella Estoy escuchando, es muy genia Flavia, también me gustó ""Qué pensaría V.W. del cupo femenino?""";1;;;;;;;;;;;;;;;;;;;;;;;;
"@radiomitre @flaviapittella EXCELENTE RECUERDO el de la enorme Virginia Woolf y su libro ""El cuarto propio"". Cuántas feministas ni enteradas están de lo que escribió hace 100 años!!! Grande, sos una GENIA!!! ??????";1;;;;;;;;;;;;;;;;;;;;;;;;
#sinbarrerassdp que su hijo elija con quien estar ya estamos en pleno 2022 no se quien puede pensar como la señora muchos prejuicios.Le mando Saludos a claribel desde catamarca argentina mil gracias por los programas de cada dia es una genia???????????;1;;;;;;;;;;;;;;;;;;;;;;;;
me habia olvidado que genia wifi;-11;;;;;;;;;;;;;;;;;;;;;;;;
@ame2246 Qué genia!;1;;;;;;;;;;;;;;;;;;;;;;;;
Y bueno la Virginia está de cumpleaños hoy, otra acuario, solo que Ascendente geminis y luna en aries. Similitudes con otra virginia con la que crecí, igual de genia. https://t.co/5LBdA3Ss5z;1;;;;;;;;;;;;;;;;;;;;;;;;
Que genia mi prima, un dia se me tenia q dar !!!;1;;;;;;;;;;;;;;;;;;;;;;;;
@femibarbi @HernanSCastillo Lo sé. Pero jamás me respondió una Barby!!!  y responde a un montón de gente, de hecho a veces se prende cuando le pegan y es crack. Pero a mi jamás!! Me ningunea...y ya vos respondiste al toque, sos recontra crack, igual que él, pero vos das respuesta...jajaja Gracias Genia!;1;;;;;;;;;;;;;;;;;;;;;;;;
Me encanta esta nueva edición de @Intrusos #Intrusos por @AmericaTV con la genia de @Flordelav ?????????????? menos mal que se fueron los infumables de @adrianpalla y @rodrigolussich que se los fume el publico de @eltreceoficial;1;;;;;;;;;;;;;;;;;;;;;;;;
@MinaAd12 Te recuerdo que no se puede poner tildes en los @ genia ajjaja;1;;;;;;;;;;;;;;;;;;;;;;;;
@3dgiordano Excelente trabajo hecho a pulmon. Llegue a el por @laurathomasset. Otra genia que nos aporta siempre todo lo que haces tu y demas personas que han estudiado y estudian el comportamiento de este virus.;1;;;;;;;;;;;;;;;;;;;;;;;;
@medeiros_romina @ESPNtenis Pero te agradezco por llamarme ignorante. Y te aplaudo por creerte mas que yo. Sos una genia.;-1;;;;;;;;;;;;;;;;;;;;;;;;
que genia https://t.co/suspcI0QDj;1;;;;;;;;;;;;;;;;;;;;;;;;
@rodrifranchinii La abuela es una genia, el agua puede tener pececitos que no se queja;1;;;;;;;;;;;;;;;;;;;;;;;;
Hablando con un amigo me acordé que mi bachiller es en Artes Visuales y me llevé arte como 3 veces seguidas. Yo? La mas genia. PERO DE QUÉ ME IBA A SERVIR?!;-1;;;;;;;;;;;;;;;;;;;;;;;;
@elmercurioec Que estúpida!!! ve genia cuatro ojos, esos mismo que tu dices que se contagian en fiestas, esos son los que van a contagiar a los sanos, en los colegios.;-1;;;;;;;;;;;;;;;;;;;;;;;;
@valeriatnt Q genia Vale! Te veo y me repito: tengo que animarme, tengo q animarme;1;;;;;;;;;;;;;;;;;;;;;;;;
"@maga_stardust Gracias, Maga! Que genia! 
Siempre bancando.
.
Ya está la segunda también ??";1;;;;;;;;;;;;;;;;;;;;;;;;
Hoy es el aniversario de Virginia Woolf. La escritora que me acompaña siempre, mi esteta de la palabra favorita, la genia de ver lo bello (y el horror) en la cotidianidad. Hoy brindo por ella.;1;;;;;;;;;;;;;;;;;;;;;;;;
@IndyJoserra Bueno, al final resulta que los números no se le daban nada mal. Tuvo dos trabajos antes de casarse. En uno cobraba 1 $ al mes y en otro 1.000 €. Estaba apuntada a todo, se iba de restaurantes todos los días y cuando se casó se compró un palacete. Una genia.;1;;;;;;;;;;;;;;;;;;;;;;;;
@felixdeapellido A Porota la mando a https://t.co/y9yBLBA3xp la guardería es en la casa de la veterinaria esa que es muy genia!!! Tienen un parque inmenso, pile, camitas para cada perri y encima es una familia de veterinarios así que la tienen re clara y los tratan bárbaro. Recomiendo 100%;1;;;;;;;;;;;;;;;;;;;;;;;;
@baqlali Exactamente! Por fin leo que alguien piensa como yo!, fue así siempre eso, es una genia Yany!????... Y ya que estamos, alguien sabe que onda Verónica que no aparece? Me resultó raro dado que están grabando la serie ??;1;;;;;;;;;;;;;;;;;;;;;;;;
@verolozanovl @deboradamato @telefe Vero sos una genia gracias por tu buena onda y tu buena energía ???? que trasmitis;1;;;;;;;;;;;;;;;;;;;;;;;;
"@irisbusiemi_ Que genia.
Intentaré .";1;;;;;;;;;;;;;;;;;;;;;;;;
@pecho_frio_1981 @DolooTognolotti @agustin_pistone Que la genia cuando la estén robando les empiece a explicar que la violencia no es el camino, mientras le revientan la cabeza a culatazos, como a la abuela de la foto…;-1;;;;;;;;;;;;;;;;;;;;;;;;
@metroymed Ok genia, que es lo importante ahora según vos, no te entiendo, estás contra todo, no te sirve nada, que es lo que debemos hacer?;-1;;;;;;;;;;;;;;;;;;;;;;;;
@Peruana_1986 Uffff que genia, gracias por tus palabras ?;1;;;;;;;;;;;;;;;;;;;;;;;;
Hace mil que alguien no me hace las cejas y tenía cagazo pero me quedaron her mo sas, genia Maru????;1;;;;;;;;;;;;;;;;;;;;;;;;
@Catalinaguzz Cuando sigas a los mil que te faltan seguir. ..quizás te siga !!! Genia;-1;;;;;;;;;;;;;;;;;;;;;;;;
Excelente excelente. Para mí el psicoanálisis es, primordialmente, mucho de esto que escribe la genia de @alexkohan. Interpelar la época es un deber. https://t.co/gTu06G0CaV;1;;;;;;;;;;;;;;;;;;;;;;;;
@DolooTognolotti @agustin_pistone Hola genia, contame, la no respuesta a la violencia que genera? Los discursos que no toman en cuenta la realidad en  la que vivimos también son peligrosos.;-1;;;;;;;;;;;;;;;;;;;;;;;;
Jajajajajajajajajajajajaja, que genia https://t.co/RQuAv9AZJ0;1;;;;;;;;;;;;;;;;;;;;;;;;
@lookingfordm pero que genia, andamos igual;1;;;;;;;;;;;;;;;;;;;;;;;;
@HStylesWrld no la conozco pero que genia aparte es hermosa;1;;;;;;;;;;;;;;;;;;;;;;;;
Le pedí plata a mi mamá y me mando más lo que le pedí, una genia la loca ??;1;;;;;;;;;;;;;;;;;;;;;;;;
Que pedazo de cantante y mujer tina turner que genia que artista por dios y con sus años cantando en la actualidad sus éxitos y clásicos de siempre una idola.......;1;;;;;;;;;;;;;;;;;;;;;;;;
@LibertadDoctora SIEMPRE TRABAJANDO GENIA ! YA TE GANASTE EL CIELO ! LOS ARGENTINOS Y EXTRANJEROS QUE HABITAMOS ESTA BENDITA TIERRA TE DAMOS LAS GRACIAS ! Y MIL BENDICIONES !!!;1;;;;;;;;;;;;;;;;;;;;;;;;
"@AlexJC9 @SilvanaCastagn5 @despacho_emt @SoniMili3001 Disculpa mano; pero te digo esto; yo hubiera preferidos que la 2da vuelta sea entre morados y JPP; lastimosamente por haber cojudos en ambos lados; fue entre PC y la china ??; y aún así ahí prefiero al ignorante de PC que a la genia del robo KF.";-1;;;;;;;;;;;;;;;;;;;;;;;;
@antozoso https://t.co/jSLvLEurkv mi nutri es una genia. La quiero un montón. Lamento que te hayas cruzado con gente chota anteriormente. Suerte.;1;;;;;;;;;;;;;;;;;;;;;;;;
"Vamos Metricoolers!!

No ves la carita que tiene @SepulEstrella esperando la cuenta de @Metricool_es ?

Ella sí le sacará mucho provecho, es una genia y más divertida no se consigue! #SDMPublicidad 

????????????????
??????????????
????????????
??????????
????????
??????
????
?? https://t.co/i3hzRIZrhu";1;;;;;;;;;;;;;;;;;;;;;;;;
@hebeemauri FELIZ CUMPLEAÑOS HEBE QUE PASES UN HERMOSO DIA GENIA https://t.co/t4WPLvotcO;1;;;;;;;;;;;;;;;;;;;;;;;;
"@Bigpraido Namás por qué era ""la leona imbatible sin corona"".
Una genia ?";1;;;;;;;;;;;;;;;;;;;;;;;;
Lo hermosa que es, es inexplicable la amo tanto dios es una genia, sus letras son tan profundas la amo sin duda yo dejaría todo por ella LANA MI MUJER ?? https://t.co/J5eu0RLgzu;1;;;;;;;;;;;;;;;;;;;;;;;;
me escribe mi contadora para decirme que había hecho todas las facturas mal y me estaba descontando dos veces los mismos cargos. genia de las finanzas.;-1;;;;;;;;;;;;;;;;;;;;;;;;
"@Be_My_Kata Eres una genia por eso tú arte estalla para que llegues a donde quieras.

?? Felicidades ??";1;;;;;;;;;;;;;;;;;;;;;;;;
@tipicodearg_ El francés de tik tok que hace así ???????, el wachin de un papá genia que es Zack y Codyg y uno de los Jonas brothers.;1;;;;;;;;;;;;;;;;;;;;;;;;
Estoy participando en una capacitación que esta de lo más genial e interesante. Esta profe psicóloga es una GENIA CAPA TOTAL ?? https://t.co/e1RTttzYzc;1;;;;;;;;;;;;;;;;;;;;;;;;
@spckntdead Furra, pero sí. Además es una genia que ha sido ultra clara en la difusión.;1;;;;;;;;;;;;;;;;;;;;;;;;
@maira_9825 Jajaj que genia, es que si no no te puedo mandar tiktoks;1;;;;;;;;;;;;;;;;;;;;;;;;
@Anit_TaV La que me esta investigando el desastre hormonal que me dejo el covid, es la genia de mi endocrinóloga! Y parte de lo que me investiga es para evitar problemas a futuro ??. Un 2021 lleno de éxitos;1;;;;;;;;;;;;;;;;;;;;;;;;
@yamilanovo Fui, pero no tenían trepadores de ese estilo, y se lo termine encargando a una chica que me pasaron por acá que es una genia !;1;;;;;;;;;;;;;;;;;;;;;;;;
@maquialifraco Buenos dias, Macarena un gusto siempre placer de seguirte vos cada día más linda en las fotos me gusta lo que escribis y compartis genia total un beso grande virtual y saludos buen martes no cambies!;1;;;;;;;;;;;;;;;;;;;;;;;;
@chiriboga_cris @JulietaSagnay @NorwalkCurtis Entonces quien las receta y en que casos genia?;-1;;;;;;;;;;;;;;;;;;;;;;;;
@wofrry AYUDA, que genia;1;;;;;;;;;;;;;;;;;;;;;;;;
"Hola! Aprovechando q el mes d enero nos cuesta a muchos quería hacer propaganda a mi emprendimiento.
Sin mentir soy una genia en lo que hago y cada vez crezco mucho más,estoy muy orgullosa d mi trabajo y quiero q me sigan conociendo. ????????
Mi página se llama Paulinannails https://t.co/e6YVUHuYAa";1;;;;;;;;;;;;;;;;;;;;;;;;
@estefiberardi Eres una genia Estefi ! Me encanta como eres vas a llegar lejos y los envidios@ quege quieren ver mal les va a caber por que la Reyna dos vos ??;1;;;;;;;;;;;;;;;;;;;;;;;;
@marmas62 @MarisaKlos Qué genia!!! Dale, te re agradezco!!!;1;;;;;;;;;;;;;;;;;;;;;;;;
"??? ???
DALE ME GUSTA Y SÍGUENOS EN FACEBOOK. AYÚDANOS A SEGUIR COMPARTIENDO LA PALABRA! IUIC of Phoenix:
https://t.co/ANTwB0p47O

#like #follow #iuic #israelunitedinchrist #iuicphoenix #phoenix #phx #12tribes  #israelite #BLM #latino #latinx https://t.co/Kl6e62Ndtp";1;;;;;;;;;;;;;;;;;;;;;;;;
"Estábamos haciéndolo, comiendonos
Tenía uno ready el otro lo enroló
Dice que es sumisa le gusta el dolor
En la cama y la camisa me dejó el olor";1;;;;;;;;;;;;;;;;;;;;;;;;
@chiropofu me gusta q lo tienes marcado;1;;;;;;;;;;;;;;;;;;;;;;;;
Este fue el primero que leí, me gusta la forma en que esta narrado y aparte Nath es increíble escribiendo. https://t.co/HM92rKfVZT;1;;;;;;;;;;;;;;;;;;;;;;;;
Y @petrogustavo me gusta su discurso, habla de un cambio en unidad,de que no son ángeles quienes están allá si no seres humanos,fue protagonista de este  debate el ser el que la mayoría atacaron,me llena de confianza sus propuestas y llamada a la unidad;1;;;;;;;;;;;;;;;;;;;;;;;;
No me gusta esta sensación;-1;;;;;;;;;;;;;;;;;;;;;;;;
"no me gusta que se presenten las obras ensayísticas como algo 'gourmet' o algo que ""degustar""";-1;;;;;;;;;;;;;;;;;;;;;;;;
toy triste, necesito q me bese la persona q m gusta;-1;;;;;;;;;;;;;;;;;;;;;;;;
"Me gustan  ambas pero tokyo me gusta más.

#BTS_Butter by #BTS @BTS_twt the best summer song 2021 https://t.co/ZkP2lB1Tcs";1;;;;;;;;;;;;;;;;;;;;;;;;
@d_chiripa_cuba @baguSRLtda @RedWoman_Eli @_Echate_esto_ @wacayodelivery @KsAlta5 @masdelhogar @GorvetEstudios @iso100_oficial @MDBravoTrinidad Nuestro próximo producto se llamará “la atención y no me gusta que me lo que me digas” ??;-1;;;;;;;;;;;;;;;;;;;;;;;;
Me gusta alguien que sigo en ig, se la pasa compartiendo cosas ultra interesantes, es feminista y está a favor de todo lo que tenga que ver con la igualdad de género, tiene tatuajes en todo el cuerpo y como mascota a un perrito de mi raza fav. Ayudaaaa??;1;;;;;;;;;;;;;;;;;;;;;;;;
@FalIastenostra soy nebulilla y me gusta que me hagan cosquillas en el ano mientras soy penetrado;1;;;;;;;;;;;;;;;;;;;;;;;;
"- Hijo, ¿qué quieres cenar mañana por tu cumpleaños?
- ¡Alcachofas y pescado!
- Vaya, creía que ibas a decir espárragos…
- Bueno, si has comprado espárragos, pues alcachofas y espárragos, que me gusta mucho la verdura.
…ha debido salir a su madre… ??????";1;;;;;;;;;;;;;;;;;;;;;;;;
"Aunque el nombre del estudio es muy ""elección desastrosa"", todo lo que me enseñan me gusta mucho!
He visto a Heidi ahí? ?? https://t.co/2UX9zd05f1";1;;;;;;;;;;;;;;;;;;;;;;;;
me re gusta bien facha https://t.co/HXumd11Ln5 https://t.co/F0fYbkeeVu;1;;;;;;;;;;;;;;;;;;;;;;;;
Me gusta la exclusividad, si no es solo conmigo, no lo quiero.;1;;;;;;;;;;;;;;;;;;;;;;;;
@KiCocreaEssen Digo, a la gente le pagan por seguir a otros? Si no gusta el tipo de humor, su ideología política, su vocabulario o la concha de la lora, que den unfollows, me saca esa gente ???????????????;-1;;;;;;;;;;;;;;;;;;;;;;;;
Tengo como mil sombreros jakaka pero es porque no me gusta tener mi carita quemada;1;;;;;;;;;;;;;;;;;;;;;;;;
Me gusta una relación donde yo le pueda decir “bobo mrk , te odio” y a la vez “haces mis días mejores”;1;;;;;;;;;;;;;;;;;;;;;;;;
"@vegalmeria No pasa nada, es que todo esto me trae recuerdos. Unos recuerdos muy muy desagradables e INJUSTOS.

Y de nuevo se está viendo ese GEN que tenemos por aqui.

Rubi NO me gusta como entrenador, de NUNCA pero…voy con él A MUERTE! ????";1;;;;;;;;;;;;;;;;;;;;;;;;
"@vegalmeria No pasa nada, es que todo esto me trae recuerdos. Unos recuerdos muy muy desagradables e INJUSTOS.

Y de nuevo se está viendo ese GEN que tenemos por aqui.

Rubi NO me gusta como entrenador, de NUNCA";-1;;;;;;;;;;;;;;;;;;;;;;;;
@SoyZalomon Vas a ser él señor de las plantas jajaja que bonito me gusta verte tan entusiasmado ???;1;;;;;;;;;;;;;;;;;;;;;;;;
@Daky07 Estoy viendo Bakemonogatari y de momento solo me gusta Senjougahara;1;;;;;;;;;;;;;;;;;;;;;;;;
"Me emociona mucho la posibilidad de que Lisandro Martínez sea titular con Chile.

Un central que se adapta a lo que a mi más me gusta: Clase, buen pie y quite.";1;;;;;;;;;;;;;;;;;;;;;;;;
Por último, se presenta a un personaje. Charlotte Linlin, alías Big Mom, alías 'La emperatriz del mar' (o una de los Yonkou, si se prefiere). El como se presenta a Linlin es una de las cosas que más me gusta de OP en general.;1;;;;;;;;;;;;;;;;;;;;;;;;
@Kristekca Tengo de último un pez con goldfish, Oranda , lam y Koi . Me gusta pero quiero tener más posibilidades con el doble reptil o dusk.;1;;;;;;;;;;;;;;;;;;;;;;;;
Muy bonitos y agradables todos, me gusta. https://t.co/00cnxsXpSb;1;;;;;;;;;;;;;;;;;;;;;;;;
"PUSIERON JUNTOS A SWS SABEN LO QUE ME GUSTA 
#PENTAGON @CUBE_PTG #INVITE_U #Feelin_Like 
#??? https://t.co/dQsxgeBt7o";1;;;;;;;;;;;;;;;;;;;;;;;;
"Lo que me gusta de este momento en nuestra historia republicana es que cada día que pasa se ríen más en nuestras caras, y el congreso, defensores de la democracia, bien gracias.
Ellos siguen cobrando rico, qué les importa el peruano de a pie?
Por eso es inútil la democracia. https://t.co/gjie5CUofK";-1;;;;;;;;;;;;;;;;;;;;;;;;
@sonarfm Ni me gusta este scw...saquenlo nomas y de paso sacan el regueaton.;-1;;;;;;;;;;;;;;;;;;;;;;;;
No me gusta estar solo;-1;;;;;;;;;;;;;;;;;;;;;;;;
"A mi me gusta ver
Con la sabrosura
Con que esa morena
Mueve la cintura
A mi me gusta verCon la sabrosura
Con que esta morena
Mueve la cintura
Cuando llega al baile
Llama la atención
Y en el escenario
Ella se roba el show
Baila con su estilo
Como un figurín";1;;;;;;;;;;;;;;;;;;;;;;;;
@mangelbejarano @AndreMColorado Es el dinero de ellos!!!! Cada quién sabrá que hacer con lo que se gana, a mí el artista en cuestión no me gusta pero la verdad UD no veo que le afecte a uno que alguien se gaste su dinero como bien le plazca no??? ??????;1;;;;;;;;;;;;;;;;;;;;;;;;
No me gusta esta parte mi vida llamada ser un adulto responsable ????;-1;;;;;;;;;;;;;;;;;;;;;;;;
ya no se que musica me gusta y cual no;-1;;;;;;;;;;;;;;;;;;;;;;;;
Me gusta que Chuck esta volviendo a ser gordito ?? https://t.co/beTogdqh49;1;;;;;;;;;;;;;;;;;;;;;;;;
me gusta porque se la estan viviendo una banda al partido y cualquiera de los dos que gane va a ser un partido mas;1;;;;;;;;;;;;;;;;;;;;;;;;
Me gusta alguien y quedo re boba, pero cuando tento que decir algo cariñoso me dan ganas de vomitar;1;;;;;;;;;;;;;;;;;;;;;;;;
@kthjjkv_ Es me gusta más;1;;;;;;;;;;;;;;;;;;;;;;;;
Me gusta el carnaval https://t.co/O7C2jnI9mp;1;;;;;;;;;;;;;;;;;;;;;;;;
"mientras hago mi card sepan que soy ""louie billista"" asi que si no les gusta NO me sigan";1;;;;;;;;;;;;;;;;;;;;;;;;
mira si me gusta llevar la contra que cuando pone en una puerta empujar yo tiro de ella;1;;;;;;;;;;;;;;;;;;;;;;;;
No es cherry, pero he reemplazado mi deseo de gaseosas por un emoliente helado de la marca Naturale, me gusta mucho altamente recomendable.;1;;;;;;;;;;;;;;;;;;;;;;;;
Me gusta más tu culo que tus tetas;1;;;;;;;;;;;;;;;;;;;;;;;;
Yo cuando me gusta alguien: https://t.co/aSOlb5SqwL;1;;;;;;;;;;;;;;;;;;;;;;;;
@AuronersDS JAJAJAJAJA la verdad yo si me divierto,me da gracia como les responde y me gusta jajaja;1;;;;;;;;;;;;;;;;;;;;;;;;
@JrRendo @AnaAngiolina Me gusta ese vestido. Me lo anoto ??;1;;;;;;;;;;;;;;;;;;;;;;;;
Granola con almendras, avellanas, y todo tipo de nutrientes esenciales! Así como cacao en polvo, semillas de Hemp, Coco rallado, Y tortillas de avena. Y no es que esté a dieta, es que me gusta nutrir mi pequeño cuerpo.;1;;;;;;;;;;;;;;;;;;;;;;;;
@LordbzB Me gusta mas Renato Sanches que Kessie, pero me parece mejor futbolista Kessie que Zakaria.;1;;;;;;;;;;;;;;;;;;;;;;;;
Este blanca nieves me gusta más ?????? https://t.co/bl5MiS0NRq;1;;;;;;;;;;;;;;;;;;;;;;;;
@manuquiros1 di no sé, mi opinión es súper neutra porque no me gusta ninguno y lo vi como lowkey así;-1;;;;;;;;;;;;;;;;;;;;;;;;
No me gusta el cadáver de Yabrán;-1;;;;;;;;;;;;;;;;;;;;;;;;
@leeknowuvitaaa Te pones rara, me gusta;1;;;;;;;;;;;;;;;;;;;;;;;;
@nubarfontan Yo no me fumo al f.a ni a la izquierda, me crié en pasillo y techo de chapa y jamás robé un caramelo... Ni siquiera le chiflé a una mina en la calle. Generalizar por edad supone que no te gusta tener la edad que tenés. QUE POQUITO;-1;;;;;;;;;;;;;;;;;;;;;;;;
@DaTotalmente por el momento va ganando el opaco, pero tambien es me gusta ese :D;1;;;;;;;;;;;;;;;;;;;;;;;;
Por hacer oración, por agradecer todo lo que hago y tengo, por de verdad cumplir la voluntad de Dios?” No sé, ya no me gusta la persona que soy cuando estoy en jufra porque se quedaron totalmente con la persona que era antes.;-1;;;;;;;;;;;;;;;;;;;;;;;;
Con este clima solo me dan ganas de estar abrazada con él que me gusta.;1;;;;;;;;;;;;;;;;;;;;;;;;
@keanureeves0987 Me gusta tu look;1;;;;;;;;;;;;;;;;;;;;;;;;
@_amyk03_ No me gusta pero gpi;-1;;;;;;;;;;;;;;;;;;;;;;;;
"Había unos más falsos que cualquier otra cosa, tipo: ""me encontré al niño que me gusta en (el lugar más recóndito del planeta, donde curiosamente ambos habían ido de vacaciones) y me caí frente a él"", pero era realmente divertido leerlos. ¡Qué recuerdos! https://t.co/oNYMnXVqpJ";1;;;;;;;;;;;;;;;;;;;;;;;;
@gguk_kx uyy, no me gusta, fuerzas;-1;;;;;;;;;;;;;;;;;;;;;;;;
me gusta cuando te veo y tus ojitos brillan;1;;;;;;;;;;;;;;;;;;;;;;;;
"me copio
“!"" y te digo que es lo que más me gusta de tu perfil

??: icon
?? : header
???: bio
??: fijado
???: todo";1;;;;;;;;;;;;;;;;;;;;;;;;
@Franco_Cr1 Opa me gusta;1;;;;;;;;;;;;;;;;;;;;;;;;
A mí si me gusta leer al tuitero Azael.;1;;;;;;;;;;;;;;;;;;;;;;;;
m ubiera preguntado, no me gusta kentoki;-1;;;;;;;;;;;;;;;;;;;;;;;;
@TelevisionComAr @eltreceoficial @adrianpalla @rodrigolussich No me gusta Carina, más divertida es Virginia;-1;;;;;;;;;;;;;;;;;;;;;;;;
Asher le echó un vistazo y le dio me gusta. https://t.co/CvbRiF57j0;1;;;;;;;;;;;;;;;;;;;;;;;;
Mi amiga va a venir a merendar y la tengo q esperar con la merienda, con lo q me gusta cocinar ??;1;;;;;;;;;;;;;;;;;;;;;;;;
@Alejand68969944 @imcherryx_ herir* babosa y estas loca, a mi solo me gusta cherry;-1;;;;;;;;;;;;;;;;;;;;;;;;
@DogenTM No me gusta como lleva las cosas Tetsuya Nomura. Tanto FFVII remake como KH3 no me convencieron del todo. Estoy de acuerdo contigo. Yo también esperaré el analisis antes de decidir. Con lo que a mi me gustaba FF.;-1;;;;;;;;;;;;;;;;;;;;;;;;
@LordChirimoya Por eso me gusta trabajar con niños, porque todavía no tienen la tontería de los adultos ???????;1;;;;;;;;;;;;;;;;;;;;;;;;
Yo por si acaso le doy me gusta a todo https://t.co/DuH0kikjl2;1;;;;;;;;;;;;;;;;;;;;;;;;
El único día del trabajo que me gusta es cuando pagan;1;;;;;;;;;;;;;;;;;;;;;;;;
"Yo alguna vez pienso que debo ser muy malo escribiendo, porque salvo algún tuit de 35 me gusta, no he sobrepasado este umbral…
Y no sabéis lo que me gusta un “me gusta”…

Seguiremos intentándolo…";1;;;;;;;;;;;;;;;;;;;;;;;;
AHH si ese overol viene en el kit me hará quererlo, amo los overoles pero el kit no me gusta. ?? https://t.co/pYszDrWTed;-1;;;;;;;;;;;;;;;;;;;;;;;;
pero es que eso ya no es por parte del Covid, sino por que no siento que me vaya bien en este contenido, pero lamentablemente no se que otro contenido hacer. ni se lo que me gusta... es triste, me siento como con 3 kilos de peso encima, sumandole el Covid y el Aislamiento;-1;;;;;;;;;;;;;;;;;;;;;;;;
